,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
185,Mercedes-Benz,300-Class,1993.0,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Coupe,19.0,15.0,617.0
186,Mercedes-Benz,300-Class,1993.0,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,22.0,17.0,617.0
187,Mercedes-Benz,300-Class,1993.0,diesel,121.0,5.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,30.0,23.0,617.0
188,Mercedes-Benz,300-Class,1993.0,regular unleaded,228.0,,MANUAL,rear wheel drive,2.0,Compact,Convertible,21.0,14.0,617.0
189,Mercedes-Benz,300-Class,1993.0,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22.0,17.0,617.0
190,Mercedes-Benz,300-Class,1993.0,diesel,148.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,22.0,18.0,617.0
191,Mercedes-Benz,300-Class,1993.0,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,19.0,15.0,617.0
192,Mercedes-Benz,300-Class,1993.0,regular unleaded,194.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23.0,17.0,617.0
193,Mercedes-Benz,300-Class,1993.0,regular unleaded,228.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,18.0,14.0,617.0
194,Mitsubishi,3000GT,1997.0,regular unleaded,218.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23.0,17.0,436.0
195,Mitsubishi,3000GT,1997.0,regular unleaded,161.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,22.0,17.0,436.0
196,Mitsubishi,3000GT,1997.0,regular unleaded,320.0,6.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,22.0,16.0,436.0
197,Mitsubishi,3000GT,1998.0,regular unleaded,320.0,6.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,22.0,16.0,436.0
198,Mitsubishi,3000GT,1998.0,regular unleaded,161.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,22.0,17.0,436.0
199,Mitsubishi,3000GT,1998.0,regular unleaded,218.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23.0,17.0,436.0
200,Mitsubishi,3000GT,1999.0,regular unleaded,218.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23.0,17.0,436.0
201,Mitsubishi,3000GT,1999.0,regular unleaded,320.0,6.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,22.0,16.0,436.0
202,Mitsubishi,3000GT,1999.0,regular unleaded,161.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,22.0,17.0,436.0
203,Chrysler,300,2015.0,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
204,Chrysler,300,2015.0,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
205,Chrysler,300,2015.0,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
206,Chrysler,300,2015.0,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
207,Chrysler,300,2015.0,regular unleaded,,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
208,Chrysler,300,2015.0,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
209,Chrysler,300,2015.0,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
210,Chrysler,300,2015.0,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
211,Chrysler,300,2016.0,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
212,Chrysler,300,2016.0,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
213,Chrysler,300,2016.0,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
214,Chrysler,300,,regular unleaded,292.0,,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
215,Chrysler,300,2016.0,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
216,Chrysler,300,2016.0,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
217,Chrysler,300,2016.0,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
218,Chrysler,300,2016.0,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
219,Chrysler,300,2016.0,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
220,Chrysler,300,2016.0,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31.0,19.0,1013.0
221,Chrysler,300,2016.0,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
222,Chrysler,300,2016.0,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
223,Chrysler,300,,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
224,Chrysler,300,2017.0,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,,1013.0
225,Chrysler,300,2017.0,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
226,Chrysler,300,2017.0,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30.0,19.0,1013.0
227,Chrysler,300,2017.0,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30.0,19.0,1013.0
228,Chrysler,300,2017.0,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,,Large,Sedan,27.0,18.0,1013.0
229,Chrysler,300,2017.0,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30.0,19.0,1013.0
230,Chrysler,300,2017.0,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30.0,19.0,1013.0
231,Chrysler,300,2017.0,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27.0,18.0,1013.0
232,Chrysler,300,2017.0,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30.0,19.0,1013.0
233,Chrysler,300M,2002.0,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24.0,16.0,1013.0
234,Chrysler,300M,2002.0,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24.0,16.0,1013.0
235,Chrysler,300M,2003.0,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25.0,16.0,1013.0
236,Chrysler,300M,2003.0,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25.0,16.0,1013.0
237,Chrysler,300M,2004.0,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25.0,16.0,1013.0
238,Chrysler,300M,2004.0,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25.0,16.0,1013.0
239,Nissan,300ZX,1994.0,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22.0,16.0,2009.0
240,Nissan,300ZX,1994.0,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22.0,16.0,2009.0
241,Nissan,300ZX,1994.0,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,22.0,16.0,2009.0
242,Nissan,300ZX,1994.0,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22.0,16.0,2009.0
243,Nissan,300ZX,1995.0,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22.0,16.0,2009.0
244,Nissan,300ZX,1995.0,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,,Compact,Coupe,22.0,17.0,2009.0
245,Nissan,300ZX,1995.0,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22.0,17.0,2009.0
246,Nissan,300ZX,1995.0,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22.0,17.0,2009.0
247,Nissan,300ZX,1996.0,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22.0,16.0,2009.0
248,Nissan,300ZX,1996.0,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,,Compact,Coupe,22.0,17.0,2009.0
249,Nissan,300ZX,1996.0,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22.0,17.0,2009.0
250,Nissan,300ZX,1996.0,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22.0,17.0,2009.0
251,Mazda,323,1992.0,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33.0,25.0,586.0
252,Mazda,323,1992.0,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33.0,25.0,586.0
253,Mazda,323,1993.0,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33.0,25.0,586.0
254,Mazda,323,1993.0,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32.0,24.0,586.0
255,Mazda,323,1994.0,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33.0,25.0,586.0
256,Mercedes-Benz,350-Class,1990.0,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23.0,19.0,617.0
257,Mercedes-Benz,350-Class,1990.0,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23.0,19.0,617.0
258,Mercedes-Benz,350-Class,1991.0,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23.0,19.0,617.0
259,Mercedes-Benz,350-Class,1991.0,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23.0,19.0,617.0
260,Nissan,350Z,,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23.0,17.0,2009.0
261,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23.0,17.0,2009.0
262,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24.0,17.0,2009.0
263,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24.0,17.0,
264,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
265,Nissan,350Z,2007.0,regular unleaded,306.0,,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
266,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
267,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
268,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
269,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,,17.0,2009.0
270,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
271,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
272,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
273,Nissan,350Z,2007.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23.0,17.0,2009.0
274,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24.0,17.0,2009.0
275,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
276,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23.0,17.0,2009.0
277,Nissan,350Z,2008.0,regular unleaded,,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24.0,17.0,2009.0
278,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23.0,17.0,2009.0
279,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
280,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
281,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
282,Nissan,350Z,2008.0,regular unleaded,306.0,,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
283,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
284,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
285,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24.0,,2009.0
286,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25.0,18.0,2009.0
287,Nissan,350Z,2008.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23.0,17.0,2009.0
288,Nissan,350Z,2009.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
289,Nissan,350Z,2009.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
290,Nissan,350Z,2009.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23.0,17.0,2009.0
291,Nissan,350Z,2009.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23.0,17.0,2009.0
292,Nissan,350Z,2009.0,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
293,Nissan,350Z,2009.0,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23.0,17.0,2009.0
294,Ferrari,360,2002.0,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,15.0,10.0,2774.0
295,Ferrari,360,2002.0,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15.0,10.0,2774.0
296,Ferrari,360,2002.0,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15.0,10.0,2774.0
297,Ferrari,360,,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,15.0,10.0,2774.0
298,Ferrari,360,2003.0,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,15.0,10.0,2774.0
299,Ferrari,360,2003.0,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15.0,10.0,2774.0
300,Ferrari,360,2003.0,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15.0,10.0,2774.0
301,Ferrari,360,2003.0,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,15.0,,2774.0
302,Ferrari,360,2004.0,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15.0,10.0,2774.0
303,Ferrari,360,2004.0,premium unleaded (required),425.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15.0,10.0,2774.0
304,Ferrari,360,2004.0,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15.0,10.0,2774.0
305,Ferrari,360,2004.0,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,15.0,10.0,
306,Ferrari,360,2004.0,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,15.0,10.0,2774.0
307,Nissan,370Z,2015.0,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
308,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
309,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
310,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25.0,18.0,2009.0
311,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
312,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
313,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
314,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25.0,18.0,2009.0
315,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,,18.0,2009.0
316,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
317,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25.0,18.0,2009.0
318,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
319,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
320,Nissan,370Z,2015.0,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
321,Nissan,370Z,2015.0,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
322,Nissan,370Z,2015.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,,Compact,Coupe,26.0,19.0,2009.0
323,Nissan,370Z,2015.0,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
324,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25.0,18.0,2009.0
325,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
326,Nissan,370Z,2016.0,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
327,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,,19.0,2009.0
328,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
329,Nissan,370Z,2016.0,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
330,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
331,Nissan,370Z,,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
332,Nissan,370Z,2016.0,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
333,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
334,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,,18.0,2009.0
335,Nissan,370Z,2016.0,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
336,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25.0,18.0,2009.0
337,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
338,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
339,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
340,Nissan,370Z,2016.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
341,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
342,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
343,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,
344,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
345,Nissan,370Z,2017.0,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
346,Nissan,370Z,2017.0,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
347,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
348,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
349,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24.0,17.0,2009.0
350,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
351,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25.0,18.0,2009.0
352,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25.0,18.0,2009.0
353,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26.0,18.0,2009.0
354,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25.0,18.0,2009.0
355,Nissan,370Z,2017.0,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
356,Nissan,370Z,2017.0,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
357,Nissan,370Z,2017.0,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26.0,19.0,2009.0
358,Mazda,3,2015.0,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37.0,25.0,586.0
359,Mazda,3,2015.0,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,,Compact,Sedan,39.0,28.0,586.0
360,Mazda,3,2015.0,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41.0,30.0,586.0
361,Mazda,3,2015.0,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41.0,29.0,586.0
362,Mazda,3,2015.0,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41.0,29.0,586.0
363,Mazda,3,2015.0,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37.0,25.0,586.0
364,Mazda,3,2015.0,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37.0,27.0,586.0
365,Mazda,3,2015.0,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39.0,28.0,586.0
366,Mazda,3,2015.0,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35.0,26.0,586.0
367,Mazda,3,2015.0,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,,Compact,4dr Hatchback,40.0,30.0,586.0
368,Mazda,3,2015.0,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41.0,30.0,586.0
369,Mazda,3,2015.0,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40.0,29.0,586.0
370,Mazda,3,2015.0,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40.0,30.0,586.0
371,Mazda,3,2015.0,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40.0,30.0,586.0
372,Mazda,3,2015.0,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40.0,29.0,586.0
373,Mazda,3,2015.0,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41.0,29.0,586.0
374,Mazda,3,2015.0,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35.0,26.0,586.0
